userID,FirstName,MiddleName,LastName,FullResidentialAddress,City,Province,PostalCode,LastDonationDate,LastDonationReceiptableAmount
M0522,Alex522,,Taylor522,622 Legacy Avenue,Saanich,BC,V8V2C6,2025-07-15,65.00
M0523,Alex523,,Taylor523,623 Legacy Avenue,Langford,BC,V8V3D9,2025-08-15,75.00
M0524,Alex524,,Taylor524,624 Legacy Avenue,Victoria,BC,V8V4E2,2025-09-15,85.00
M0525,Alex525,,Taylor525,625 Legacy Avenue,Esquimalt,BC,V8V5F5,2025-10-15,25.00
M0526,Alex526,,Taylor526,626 Legacy Avenue,Saanich,BC,V8V6G8,2025-11-15,35.00
M0527,Alex527,,Taylor527,627 Legacy Avenue,Langford,BC,V8V7H1,2025-12-15,45.00
M0528,Alex528,,Taylor528,628 Legacy Avenue,Victoria,BC,V8V8I4,2025-01-15,55.00
M0529,Alex529,,Taylor529,629 Legacy Avenue,Esquimalt,BC,V8V9J7,2025-02-15,65.00
M0530,Alex530,,Taylor530,630 Legacy Avenue,Saanich,BC,V8V0K0,2025-03-15,75.00
M0531,Alex531,,Taylor531,631 Legacy Avenue,Langford,BC,V8V1L3,2025-04-15,85.00
M0532,Alex532,,Taylor532,632 Legacy Avenue,Victoria,BC,V8V2M6,2025-05-15,25.00
M0533,Alex533,,Taylor533,633 Legacy Avenue,Esquimalt,BC,V8V3N9,2025-06-15,35.00
M0534,Alex534,,Taylor534,634 Legacy Avenue,Saanich,BC,V8V4O2,2025-07-15,45.00
M0535,Alex535,,Taylor535,635 Legacy Avenue,Langford,BC,V8V5P5,2025-08-15,55.00
M0536,Alex536,,Taylor536,636 Legacy Avenue,Victoria,BC,V8V6Q8,2025-09-15,65.00
M0537,Alex537,,Taylor537,637 Legacy Avenue,Esquimalt,BC,V8V7R1,2025-10-15,75.00
M0538,Alex538,,Taylor538,638 Legacy Avenue,Saanich,BC,V8V8S4,2025-11-15,85.00
M0539,Alex539,,Taylor539,639 Legacy Avenue,Langford,BC,V8V9T7,2025-12-15,25.00
M0540,Alex540,,Taylor540,640 Legacy Avenue,Victoria,BC,V8V0U0,2025-01-15,35.00
M0541,Alex541,,Taylor541,641 Legacy Avenue,Esquimalt,BC,V8V1V3,2025-02-15,45.00
M0542,Alex542,,Taylor542,642 Legacy Avenue,Saanich,BC,V8V2W6,2025-03-15,55.00
M0543,Alex543,,Taylor543,643 Legacy Avenue,Langford,BC,V8V3X9,2025-04-15,65.00
M0544,Alex544,,Taylor544,644 Legacy Avenue,Victoria,BC,V8V4Y2,2025-05-15,75.00
M0545,Alex545,,Taylor545,645 Legacy Avenue,Esquimalt,BC,V8V5Z5,2025-06-15,85.00
M0546,Alex546,,Taylor546,646 Legacy Avenue,Saanich,BC,V8V6A8,2025-07-15,25.00
M0547,Alex547,,Taylor547,647 Legacy Avenue,Langford,BC,V8V7B1,2025-08-15,35.00
M0548,Alex548,,Taylor548,648 Legacy Avenue,Victoria,BC,V8V8C4,2025-09-15,45.00
M0549,Alex549,,Taylor549,649 Legacy Avenue,Esquimalt,BC,V8V9D7,2025-10-15,55.00
M0550,Alex550,,Taylor550,650 Legacy Avenue,Saanich,BC,V8V0E0,2025-11-15,65.00
M0551,Alex551,,Taylor551,651 Legacy Avenue,Langford,BC,V8V1F3,2025-12-15,75.00
M0552,Alex552,,Taylor552,652 Legacy Avenue,Victoria,BC,V8V2G6,2025-01-15,85.00
M0553,Alex553,,Taylor553,653 Legacy Avenue,Esquimalt,BC,V8V3H9,2025-02-15,25.00
M0554,Alex554,,Taylor554,654 Legacy Avenue,Saanich,BC,V8V4I2,2025-03-15,35.00
M0555,Alex555,,Taylor555,655 Legacy Avenue,Langford,BC,V8V5J5,2025-04-15,45.00
M0556,Alex556,,Taylor556,656 Legacy Avenue,Victoria,BC,V8V6K8,2025-05-15,55.00
M0557,Alex557,,Taylor557,657 Legacy Avenue,Esquimalt,BC,V8V7L1,2025-06-15,65.00
M0558,Alex558,,Taylor558,658 Legacy Avenue,Saanich,BC,V8V8M4,2025-07-15,75.00
M0559,Alex559,,Taylor559,659 Legacy Avenue,Langford,BC,V8V9N7,2025-08-15,85.00
M0560,Alex560,,Taylor560,660 Legacy Avenue,Victoria,BC,V8V0O0,2025-09-15,25.00
M0561,Alex561,,Taylor561,661 Legacy Avenue,Esquimalt,BC,V8V1P3,2025-10-15,35.00
M0562,Alex562,,Taylor562,662 Legacy Avenue,Saanich,BC,V8V2Q6,2025-11-15,45.00
M0563,Alex563,,Taylor563,663 Legacy Avenue,Langford,BC,V8V3R9,2025-12-15,55.00
M0564,Alex564,,Taylor564,664 Legacy Avenue,Victoria,BC,V8V4S2,2025-01-15,65.00
M0565,Alex565,,Taylor565,665 Legacy Avenue,Esquimalt,BC,V8V5T5,2025-02-15,75.00
M0566,Alex566,,Taylor566,666 Legacy Avenue,Saanich,BC,V8V6U8,2025-03-15,85.00
M0567,Alex567,,Taylor567,667 Legacy Avenue,Langford,BC,V8V7V1,2025-04-15,25.00
M0568,Alex568,,Taylor568,668 Legacy Avenue,Victoria,BC,V8V8W4,2025-05-15,35.00
M0569,Alex569,,Taylor569,669 Legacy Avenue,Esquimalt,BC,V8V9X7,2025-06-15,45.00
M0570,Alex570,,Taylor570,670 Legacy Avenue,Saanich,BC,V8V0Y0,2025-07-15,55.00
M0571,Alex571,,Taylor571,671 Legacy Avenue,Langford,BC,V8V1Z3,2025-08-15,65.00
M0572,Alex572,,Taylor572,672 Legacy Avenue,Victoria,BC,V8V2A6,2025-09-15,75.00
M0573,Alex573,,Taylor573,673 Legacy Avenue,Esquimalt,BC,V8V3B9,2025-10-15,85.00
M0574,Alex574,,Taylor574,674 Legacy Avenue,Saanich,BC,V8V4C2,2025-11-15,25.00
M0575,Alex575,,Taylor575,675 Legacy Avenue,Langford,BC,V8V5D5,2025-12-15,35.00
M0576,Alex576,,Taylor576,676 Legacy Avenue,Victoria,BC,V8V6E8,2025-01-15,45.00
M0577,Alex577,,Taylor577,677 Legacy Avenue,Esquimalt,BC,V8V7F1,2025-02-15,55.00
M0578,Alex578,,Taylor578,678 Legacy Avenue,Saanich,BC,V8V8G4,2025-03-15,65.00
M0579,Alex579,,Taylor579,679 Legacy Avenue,Langford,BC,V8V9H7,2025-04-15,75.00
M0580,Alex580,,Taylor580,680 Legacy Avenue,Victoria,BC,V8V0I0,2025-05-15,85.00
M0581,Alex581,,Taylor581,681 Legacy Avenue,Esquimalt,BC,V8V1J3,2025-06-15,25.00
M0582,Alex582,,Taylor582,682 Legacy Avenue,Saanich,BC,V8V2K6,2025-07-15,35.00
M0583,Alex583,,Taylor583,683 Legacy Avenue,Langford,BC,V8V3L9,2025-08-15,45.00
M0584,Alex584,,Taylor584,684 Legacy Avenue,Victoria,BC,V8V4M2,2025-09-15,55.00
M0585,Alex585,,Taylor585,685 Legacy Avenue,Esquimalt,BC,V8V5N5,2025-10-15,65.00
M0586,Alex586,,Taylor586,686 Legacy Avenue,Saanich,BC,V8V6O8,2025-11-15,75.00
M0587,Alex587,,Taylor587,687 Legacy Avenue,Langford,BC,V8V7P1,2025-12-15,85.00
M0588,Alex588,,Taylor588,688 Legacy Avenue,Victoria,BC,V8V8Q4,2025-01-15,25.00
M0589,Alex589,,Taylor589,689 Legacy Avenue,Esquimalt,BC,V8V9R7,2025-02-15,35.00
M0590,Alex590,,Taylor590,690 Legacy Avenue,Saanich,BC,V8V0S0,2025-03-15,45.00
M0591,Alex591,,Taylor591,691 Legacy Avenue,Langford,BC,V8V1T3,2025-04-15,55.00
M0592,Alex592,,Taylor592,692 Legacy Avenue,Victoria,BC,V8V2U6,2025-05-15,65.00
M0593,Alex593,,Taylor593,693 Legacy Avenue,Esquimalt,BC,V8V3V9,2025-06-15,75.00
M0594,Alex594,,Taylor594,694 Legacy Avenue,Saanich,BC,V8V4W2,2025-07-15,85.00
M0595,Alex595,,Taylor595,695 Legacy Avenue,Langford,BC,V8V5X5,2025-08-15,25.00
M0596,Alex596,,Taylor596,696 Legacy Avenue,Victoria,BC,V8V6Y8,2025-09-15,35.00
M0597,Alex597,,Taylor597,697 Legacy Avenue,Esquimalt,BC,V8V7Z1,2025-10-15,45.00
M0598,Alex598,,Taylor598,698 Legacy Avenue,Saanich,BC,V8V8A4,2025-11-15,55.00
M0599,Alex599,,Taylor599,699 Legacy Avenue,Langford,BC,V8V9B7,2025-12-15,65.00
M0600,Alex600,,Taylor600,700 Legacy Avenue,Victoria,BC,V8V0C0,2025-01-15,75.00
M0601,Alex601,,Taylor601,701 Legacy Avenue,Esquimalt,BC,V8V1D3,2025-02-15,85.00
M0602,Alex602,,Taylor602,702 Legacy Avenue,Saanich,BC,V8V2E6,2025-03-15,25.00
M0603,Alex603,,Taylor603,703 Legacy Avenue,Langford,BC,V8V3F9,2025-04-15,35.00
M0604,Alex604,,Taylor604,704 Legacy Avenue,Victoria,BC,V8V4G2,2025-05-15,45.00
M0605,Alex605,,Taylor605,705 Legacy Avenue,Esquimalt,BC,V8V5H5,2025-06-15,55.00
M0606,Alex606,,Taylor606,706 Legacy Avenue,Saanich,BC,V8V6I8,2025-07-15,65.00
M0607,Alex607,,Taylor607,707 Legacy Avenue,Langford,BC,V8V7J1,2025-08-15,75.00
M0608,Alex608,,Taylor608,708 Legacy Avenue,Victoria,BC,V8V8K4,2025-09-15,85.00
M0609,Alex609,,Taylor609,709 Legacy Avenue,Esquimalt,BC,V8V9L7,2025-10-15,25.00
M0610,Alex610,,Taylor610,710 Legacy Avenue,Saanich,BC,V8V0M0,2025-11-15,35.00
M0611,Alex611,,Taylor611,711 Legacy Avenue,Langford,BC,V8V1N3,2025-12-15,45.00
M0612,Alex612,,Taylor612,712 Legacy Avenue,Victoria,BC,V8V2O6,2025-01-15,55.00
M0613,Alex613,,Taylor613,713 Legacy Avenue,Esquimalt,BC,V8V3P9,2025-02-15,65.00
M0614,Alex614,,Taylor614,714 Legacy Avenue,Saanich,BC,V8V4Q2,2025-03-15,75.00
M0615,Alex615,,Taylor615,715 Legacy Avenue,Langford,BC,V8V5R5,2025-04-15,85.00
M0616,Alex616,,Taylor616,716 Legacy Avenue,Victoria,BC,V8V6S8,2025-05-15,25.00
M0617,Alex617,,Taylor617,717 Legacy Avenue,Esquimalt,BC,V8V7T1,2025-06-15,35.00
M0618,Alex618,,Taylor618,718 Legacy Avenue,Saanich,BC,V8V8U4,2025-07-15,45.00
M0619,Alex619,,Taylor619,719 Legacy Avenue,Langford,BC,V8V9V7,2025-08-15,55.00
M0620,Alex620,,Taylor620,720 Legacy Avenue,Victoria,BC,V8V0W0,2025-09-15,65.00
M0621,Alex621,,Taylor621,721 Legacy Avenue,Esquimalt,BC,V8V1X3,2025-10-15,75.00
M0622,Alex622,,Taylor622,722 Legacy Avenue,Saanich,BC,V8V2Y6,2025-11-15,85.00
M0623,Alex623,,Taylor623,723 Legacy Avenue,Langford,BC,V8V3Z9,2025-12-15,25.00
M0624,Alex624,,Taylor624,724 Legacy Avenue,Victoria,BC,V8V4A2,2025-01-15,35.00
M0625,Alex625,,Taylor625,725 Legacy Avenue,Esquimalt,BC,V8V5B5,2025-02-15,45.00
M0626,Alex626,,Taylor626,726 Legacy Avenue,Saanich,BC,V8V6C8,2025-03-15,55.00
M0627,Alex627,,Taylor627,727 Legacy Avenue,Langford,BC,V8V7D1,2025-04-15,65.00
M0628,Alex628,,Taylor628,728 Legacy Avenue,Victoria,BC,V8V8E4,2025-05-15,75.00
M0629,Alex629,,Taylor629,729 Legacy Avenue,Esquimalt,BC,V8V9F7,2025-06-15,85.00
M0630,Alex630,,Taylor630,730 Legacy Avenue,Saanich,BC,V8V0G0,2025-07-15,25.00
M0631,Alex631,,Taylor631,731 Legacy Avenue,Langford,BC,V8V1H3,2025-08-15,35.00
M0632,Alex632,,Taylor632,732 Legacy Avenue,Victoria,BC,V8V2I6,2025-09-15,45.00
M0633,Alex633,,Taylor633,733 Legacy Avenue,Esquimalt,BC,V8V3J9,2025-10-15,55.00
M0634,Alex634,,Taylor634,734 Legacy Avenue,Saanich,BC,V8V4K2,2025-11-15,65.00
M0635,Alex635,,Taylor635,735 Legacy Avenue,Langford,BC,V8V5L5,2025-12-15,75.00
M0636,Alex636,,Taylor636,736 Legacy Avenue,Victoria,BC,V8V6M8,2025-01-15,85.00
M0637,Alex637,,Taylor637,737 Legacy Avenue,Esquimalt,BC,V8V7N1,2025-02-15,25.00
M0638,Alex638,,Taylor638,738 Legacy Avenue,Saanich,BC,V8V8O4,2025-03-15,35.00
M0639,Alex639,,Taylor639,739 Legacy Avenue,Langford,BC,V8V9P7,2025-04-15,45.00
M0640,Alex640,,Taylor640,740 Legacy Avenue,Victoria,BC,V8V0Q0,2025-05-15,55.00
M0641,Alex641,,Taylor641,741 Legacy Avenue,Esquimalt,BC,V8V1R3,2025-06-15,65.00
M0642,Alex642,,Taylor642,742 Legacy Avenue,Saanich,BC,V8V2S6,2025-07-15,75.00
M0643,Alex643,,Taylor643,743 Legacy Avenue,Langford,BC,V8V3T9,2025-08-15,85.00
M0644,Alex644,,Taylor644,744 Legacy Avenue,Victoria,BC,V8V4U2,2025-09-15,25.00
M0645,Alex645,,Taylor645,745 Legacy Avenue,Esquimalt,BC,V8V5V5,2025-10-15,35.00
M0646,Alex646,,Taylor646,746 Legacy Avenue,Saanich,BC,V8V6W8,2025-11-15,45.00
M0647,Alex647,,Taylor647,747 Legacy Avenue,Langford,BC,V8V7X1,2025-12-15,55.00
M0648,Alex648,,Taylor648,748 Legacy Avenue,Victoria,BC,V8V8Y4,2025-01-15,65.00
M0649,Alex649,,Taylor649,749 Legacy Avenue,Esquimalt,BC,V8V9Z7,2025-02-15,75.00
M0650,Alex650,,Taylor650,750 Legacy Avenue,Saanich,BC,V8V0A0,2025-03-15,85.00
M0651,Alex651,,Taylor651,751 Legacy Avenue,Langford,BC,V8V1B3,2025-04-15,25.00
M0652,Alex652,,Taylor652,752 Legacy Avenue,Victoria,BC,V8V2C6,2025-05-15,35.00
M0653,Alex653,,Taylor653,753 Legacy Avenue,Esquimalt,BC,V8V3D9,2025-06-15,45.00
M0654,Alex654,,Taylor654,754 Legacy Avenue,Saanich,BC,V8V4E2,2025-07-15,55.00
M0655,Alex655,,Taylor655,755 Legacy Avenue,Langford,BC,V8V5F5,2025-08-15,65.00
M0656,Alex656,,Taylor656,756 Legacy Avenue,Victoria,BC,V8V6G8,2025-09-15,75.00
M0657,Alex657,,Taylor657,757 Legacy Avenue,Esquimalt,BC,V8V7H1,2025-10-15,85.00
M0658,Alex658,,Taylor658,758 Legacy Avenue,Saanich,BC,V8V8I4,2025-11-15,25.00
M0659,Alex659,,Taylor659,759 Legacy Avenue,Langford,BC,V8V9J7,2025-12-15,35.00
M0660,Alex660,,Taylor660,760 Legacy Avenue,Victoria,BC,V8V0K0,2025-01-15,45.00
M0661,Alex661,,Taylor661,761 Legacy Avenue,Esquimalt,BC,V8V1L3,2025-02-15,55.00
M0662,Alex662,,Taylor662,762 Legacy Avenue,Saanich,BC,V8V2M6,2025-03-15,65.00
M0663,Alex663,,Taylor663,763 Legacy Avenue,Langford,BC,V8V3N9,2025-04-15,75.00
M0664,Alex664,,Taylor664,764 Legacy Avenue,Victoria,BC,V8V4O2,2025-05-15,85.00
M0665,Alex665,,Taylor665,765 Legacy Avenue,Esquimalt,BC,V8V5P5,2025-06-15,25.00
M0666,Alex666,,Taylor666,766 Legacy Avenue,Saanich,BC,V8V6Q8,2025-07-15,35.00
M0667,Alex667,,Taylor667,767 Legacy Avenue,Langford,BC,V8V7R1,2025-08-15,45.00
M0668,Alex668,,Taylor668,768 Legacy Avenue,Victoria,BC,V8V8S4,2025-09-15,55.00
M0669,Alex669,,Taylor669,769 Legacy Avenue,Esquimalt,BC,V8V9T7,2025-10-15,65.00
M0670,Alex670,,Taylor670,770 Legacy Avenue,Saanich,BC,V8V0U0,2025-11-15,75.00
M0671,Alex671,,Taylor671,771 Legacy Avenue,Langford,BC,V8V1V3,2025-12-15,85.00
M0672,Alex672,,Taylor672,772 Legacy Avenue,Victoria,BC,V8V2W6,2025-01-15,25.00
M0673,Alex673,,Taylor673,773 Legacy Avenue,Esquimalt,BC,V8V3X9,2025-02-15,35.00
M0674,Alex674,,Taylor674,774 Legacy Avenue,Saanich,BC,V8V4Y2,2025-03-15,45.00
M0675,Alex675,,Taylor675,775 Legacy Avenue,Langford,BC,V8V5Z5,2025-04-15,55.00
M0676,Alex676,,Taylor676,776 Legacy Avenue,Victoria,BC,V8V6A8,2025-05-15,65.00
M0677,Alex677,,Taylor677,777 Legacy Avenue,Esquimalt,BC,V8V7B1,2025-06-15,75.00
M0678,Alex678,,Taylor678,778 Legacy Avenue,Saanich,BC,V8V8C4,2025-07-15,85.00
M0679,Alex679,,Taylor679,779 Legacy Avenue,Langford,BC,V8V9D7,2025-08-15,25.00
M0680,Alex680,,Taylor680,780 Legacy Avenue,Victoria,BC,V8V0E0,2025-09-15,35.00
M0681,Alex681,,Taylor681,781 Legacy Avenue,Esquimalt,BC,V8V1F3,2025-10-15,45.00
M0682,Alex682,,Taylor682,782 Legacy Avenue,Saanich,BC,V8V2G6,2025-11-15,55.00
M0683,Alex683,,Taylor683,783 Legacy Avenue,Langford,BC,V8V3H9,2025-12-15,65.00
M0684,Alex684,,Taylor684,784 Legacy Avenue,Victoria,BC,V8V4I2,2025-01-15,75.00
M0685,Alex685,,Taylor685,785 Legacy Avenue,Esquimalt,BC,V8V5J5,2025-02-15,85.00
M0686,Alex686,,Taylor686,786 Legacy Avenue,Saanich,BC,V8V6K8,2025-03-15,25.00
M0687,Alex687,,Taylor687,787 Legacy Avenue,Langford,BC,V8V7L1,2025-04-15,35.00
M0688,Alex688,,Taylor688,788 Legacy Avenue,Victoria,BC,V8V8M4,2025-05-15,45.00
M0689,Alex689,,Taylor689,789 Legacy Avenue,Esquimalt,BC,V8V9N7,2025-06-15,55.00
M0690,Alex690,,Taylor690,790 Legacy Avenue,Saanich,BC,V8V0O0,2025-07-15,65.00
M0691,Alex691,,Taylor691,791 Legacy Avenue,Langford,BC,V8V1P3,2025-08-15,75.00
M0692,Alex692,,Taylor692,792 Legacy Avenue,Victoria,BC,V8V2Q6,2025-09-15,85.00
M0693,Alex693,,Taylor693,793 Legacy Avenue,Esquimalt,BC,V8V3R9,2025-10-15,25.00
M0694,Alex694,,Taylor694,794 Legacy Avenue,Saanich,BC,V8V4S2,2025-11-15,35.00
M0695,Alex695,,Taylor695,795 Legacy Avenue,Langford,BC,V8V5T5,2025-12-15,45.00
M0696,Alex696,,Taylor696,796 Legacy Avenue,Victoria,BC,V8V6U8,2025-01-15,55.00
M0697,Alex697,,Taylor697,797 Legacy Avenue,Esquimalt,BC,V8V7V1,2025-02-15,65.00
M0698,Alex698,,Taylor698,798 Legacy Avenue,Saanich,BC,V8V8W4,2025-03-15,75.00
M0699,Alex699,,Taylor699,799 Legacy Avenue,Langford,BC,V8V9X7,2025-04-15,85.00
M0700,Alex700,,Taylor700,800 Legacy Avenue,Victoria,BC,V8V0Y0,2025-05-15,25.00
M0701,Alex701,,Taylor701,801 Legacy Avenue,Esquimalt,BC,V8V1Z3,2025-06-15,35.00
M0702,Alex702,,Taylor702,802 Legacy Avenue,Saanich,BC,V8V2A6,2025-07-15,45.00
M0703,Alex703,,Taylor703,803 Legacy Avenue,Langford,BC,V8V3B9,2025-08-15,55.00
M0704,Alex704,,Taylor704,804 Legacy Avenue,Victoria,BC,V8V4C2,2025-09-15,65.00
M0705,Alex705,,Taylor705,805 Legacy Avenue,Esquimalt,BC,V8V5D5,2025-10-15,75.00
M0706,Alex706,,Taylor706,806 Legacy Avenue,Saanich,BC,V8V6E8,2025-11-15,85.00
M0707,Alex707,,Taylor707,807 Legacy Avenue,Langford,BC,V8V7F1,2025-12-15,25.00
M0708,Alex708,,Taylor708,808 Legacy Avenue,Victoria,BC,V8V8G4,2025-01-15,35.00
M0709,Alex709,,Taylor709,809 Legacy Avenue,Esquimalt,BC,V8V9H7,2025-02-15,45.00
M0710,Alex710,,Taylor710,810 Legacy Avenue,Saanich,BC,V8V0I0,2025-03-15,55.00
M0711,Alex711,,Taylor711,811 Legacy Avenue,Langford,BC,V8V1J3,2025-04-15,65.00
M0712,Alex712,,Taylor712,812 Legacy Avenue,Victoria,BC,V8V2K6,2025-05-15,75.00
M0713,Alex713,,Taylor713,813 Legacy Avenue,Esquimalt,BC,V8V3L9,2025-06-15,85.00
M0714,Alex714,,Taylor714,814 Legacy Avenue,Saanich,BC,V8V4M2,2025-07-15,25.00
M0715,Alex715,,Taylor715,815 Legacy Avenue,Langford,BC,V8V5N5,2025-08-15,35.00
M0716,Alex716,,Taylor716,816 Legacy Avenue,Victoria,BC,V8V6O8,2025-09-15,45.00
M0717,Alex717,,Taylor717,817 Legacy Avenue,Esquimalt,BC,V8V7P1,2025-10-15,55.00
M0718,Alex718,,Taylor718,818 Legacy Avenue,Saanich,BC,V8V8Q4,2025-11-15,65.00
M0719,Alex719,,Taylor719,819 Legacy Avenue,Langford,BC,V8V9R7,2025-12-15,75.00
M0720,Alex720,,Taylor720,820 Legacy Avenue,Victoria,BC,V8V0S0,2025-01-15,85.00
M0721,Alex721,,Taylor721,821 Legacy Avenue,Esquimalt,BC,V8V1T3,2025-02-15,25.00
M0722,Alex722,,Taylor722,822 Legacy Avenue,Saanich,BC,V8V2U6,2025-03-15,35.00
M0723,Alex723,,Taylor723,823 Legacy Avenue,Langford,BC,V8V3V9,2025-04-15,45.00
M0724,Alex724,,Taylor724,824 Legacy Avenue,Victoria,BC,V8V4W2,2025-05-15,55.00
M0725,Alex725,,Taylor725,825 Legacy Avenue,Esquimalt,BC,V8V5X5,2025-06-15,65.00
M0726,Alex726,,Taylor726,826 Legacy Avenue,Saanich,BC,V8V6Y8,2025-07-15,75.00
M0727,Alex727,,Taylor727,827 Legacy Avenue,Langford,BC,V8V7Z1,2025-08-15,85.00
M0728,Alex728,,Taylor728,828 Legacy Avenue,Victoria,BC,V8V8A4,2025-09-15,25.00
M0729,Alex729,,Taylor729,829 Legacy Avenue,Esquimalt,BC,V8V9B7,2025-10-15,35.00
M0730,Alex730,,Taylor730,830 Legacy Avenue,Saanich,BC,V8V0C0,2025-11-15,45.00
M0731,Alex731,,Taylor731,831 Legacy Avenue,Langford,BC,V8V1D3,2025-12-15,55.00
M0732,Alex732,,Taylor732,832 Legacy Avenue,Victoria,BC,V8V2E6,2025-01-15,65.00
M0733,Alex733,,Taylor733,833 Legacy Avenue,Esquimalt,BC,V8V3F9,2025-02-15,75.00
M0734,Alex734,,Taylor734,834 Legacy Avenue,Saanich,BC,V8V4G2,2025-03-15,85.00
M0735,Alex735,,Taylor735,835 Legacy Avenue,Langford,BC,V8V5H5,2025-04-15,25.00
M0736,Alex736,,Taylor736,836 Legacy Avenue,Victoria,BC,V8V6I8,2025-05-15,35.00
M0737,Alex737,,Taylor737,837 Legacy Avenue,Esquimalt,BC,V8V7J1,2025-06-15,45.00
M0738,Alex738,,Taylor738,838 Legacy Avenue,Saanich,BC,V8V8K4,2025-07-15,55.00
M0739,Alex739,,Taylor739,839 Legacy Avenue,Langford,BC,V8V9L7,2025-08-15,65.00
M0740,Alex740,,Taylor740,840 Legacy Avenue,Victoria,BC,V8V0M0,2025-09-15,75.00
M0741,Alex741,,Taylor741,841 Legacy Avenue,Esquimalt,BC,V8V1N3,2025-10-15,85.00
M0742,Alex742,,Taylor742,842 Legacy Avenue,Saanich,BC,V8V2O6,2025-11-15,25.00
M0743,Alex743,,Taylor743,843 Legacy Avenue,Langford,BC,V8V3P9,2025-12-15,35.00
M0744,Alex744,,Taylor744,844 Legacy Avenue,Victoria,BC,V8V4Q2,2025-01-15,45.00
M0745,Alex745,,Taylor745,845 Legacy Avenue,Esquimalt,BC,V8V5R5,2025-02-15,55.00
M0746,Alex746,,Taylor746,846 Legacy Avenue,Saanich,BC,V8V6S8,2025-03-15,65.00
M0747,Alex747,,Taylor747,847 Legacy Avenue,Langford,BC,V8V7T1,2025-04-15,75.00
M0748,Alex748,,Taylor748,848 Legacy Avenue,Victoria,BC,V8V8U4,2025-05-15,85.00
M0749,Alex749,,Taylor749,849 Legacy Avenue,Esquimalt,BC,V8V9V7,2025-06-15,25.00
M0750,Alex750,,Taylor750,850 Legacy Avenue,Saanich,BC,V8V0W0,2025-07-15,35.00
M0751,Alex751,,Taylor751,851 Legacy Avenue,Langford,BC,V8V1X3,2025-08-15,45.00
M0752,Alex752,,Taylor752,852 Legacy Avenue,Victoria,BC,V8V2Y6,2025-09-15,55.00
M0753,Alex753,,Taylor753,853 Legacy Avenue,Esquimalt,BC,V8V3Z9,2025-10-15,65.00
M0754,Alex754,,Taylor754,854 Legacy Avenue,Saanich,BC,V8V4A2,2025-11-15,75.00
M0755,Alex755,,Taylor755,855 Legacy Avenue,Langford,BC,V8V5B5,2025-12-15,85.00
M0756,Alex756,,Taylor756,856 Legacy Avenue,Victoria,BC,V8V6C8,2025-01-15,25.00
M0757,Alex757,,Taylor757,857 Legacy Avenue,Esquimalt,BC,V8V7D1,2025-02-15,35.00
M0758,Alex758,,Taylor758,858 Legacy Avenue,Saanich,BC,V8V8E4,2025-03-15,45.00
M0759,Alex759,,Taylor759,859 Legacy Avenue,Langford,BC,V8V9F7,2025-04-15,55.00
M0760,Alex760,,Taylor760,860 Legacy Avenue,Victoria,BC,V8V0G0,2025-05-15,65.00
M0761,Alex761,,Taylor761,861 Legacy Avenue,Esquimalt,BC,V8V1H3,2025-06-15,75.00
M0762,Alex762,,Taylor762,862 Legacy Avenue,Saanich,BC,V8V2I6,2025-07-15,85.00
M0763,Alex763,,Taylor763,863 Legacy Avenue,Langford,BC,V8V3J9,2025-08-15,25.00
M0764,Alex764,,Taylor764,864 Legacy Avenue,Victoria,BC,V8V4K2,2025-09-15,35.00
M0765,Alex765,,Taylor765,865 Legacy Avenue,Esquimalt,BC,V8V5L5,2025-10-15,45.00
M0766,Alex766,,Taylor766,866 Legacy Avenue,Saanich,BC,V8V6M8,2025-11-15,55.00
M0767,Alex767,,Taylor767,867 Legacy Avenue,Langford,BC,V8V7N1,2025-12-15,65.00
M0768,Alex768,,Taylor768,868 Legacy Avenue,Victoria,BC,V8V8O4,2025-01-15,75.00
M0769,Alex769,,Taylor769,869 Legacy Avenue,Esquimalt,BC,V8V9P7,2025-02-15,85.00
M0770,Alex770,,Taylor770,870 Legacy Avenue,Saanich,BC,V8V0Q0,2025-03-15,25.00
M0771,Alex771,,Taylor771,871 Legacy Avenue,Langford,BC,V8V1R3,2025-04-15,35.00
M0772,Alex772,,Taylor772,872 Legacy Avenue,Victoria,BC,V8V2S6,2025-05-15,45.00
M0773,Alex773,,Taylor773,873 Legacy Avenue,Esquimalt,BC,V8V3T9,2025-06-15,55.00
M0774,Alex774,,Taylor774,874 Legacy Avenue,Saanich,BC,V8V4U2,2025-07-15,65.00
M0775,Alex775,,Taylor775,875 Legacy Avenue,Langford,BC,V8V5V5,2025-08-15,75.00
M0776,Alex776,,Taylor776,876 Legacy Avenue,Victoria,BC,V8V6W8,2025-09-15,85.00
M0777,Alex777,,Taylor777,877 Legacy Avenue,Esquimalt,BC,V8V7X1,2025-10-15,25.00
M0778,Alex778,,Taylor778,878 Legacy Avenue,Saanich,BC,V8V8Y4,2025-11-15,35.00
M0779,Alex779,,Taylor779,879 Legacy Avenue,Langford,BC,V8V9Z7,2025-12-15,45.00
M0780,Alex780,,Taylor780,880 Legacy Avenue,Victoria,BC,V8V0A0,2025-01-15,55.00
M0781,Alex781,,Taylor781,881 Legacy Avenue,Esquimalt,BC,V8V1B3,2025-02-15,65.00
M0782,Alex782,,Taylor782,882 Legacy Avenue,Saanich,BC,V8V2C6,2025-03-15,75.00
